timestamp,visibility,tenengrad,laplacian_var,high_freq_ratio,contrast_rms,edge_density,dark_channel,temperature,humidity,pressure,dewpoint,wind_speed,wind_direction,vertical_wind,fog_formation_prob,temp_dewpoint_diff
2020-3-12 8:00,3000,2322.9586588541665,147.52469292533664,0.4255334686472282,19.366032478902426,0.011952039930555556,0.3638288696555011,9.7,85,1016.9,7.32,1.47,70,0.31,0.4736666666666667,2.379999999999999
2020-3-12 8:00,3000,3568.596247829861,268.86820962364277,0.42948910302930127,21.26771854305195,0.006650391,0.3135119144880174,9.7,85,1016.9,7.32,1.49,69,0.29,0.4716666666666667,2.379999999999999
2020-3-12 8:00,3000,1828.6490234375,134.33403428817564,0.42832491802547484,19.045328359276134,0.007419704861111111,0.3712709652437364,9.7,85,1016.9,7.32,1.57,66,0.22,0.46366666666666667,2.379999999999999
2020-3-12 8:00,3100,3234.5968836805555,245.97937882189225,0.4346117754003834,20.034637076319914,0.007463107638888889,0.25062523828976035,9.8,85,1017,7.42,1.6,64,0.17,0.45933333333333337,2.380000000000001
2020-3-12 8:01,3100,1434.8843272569445,107.68584743640915,0.4225623291688697,18.479036646594693,0.005865885416666667,0.4001947806032135,9.8,85,1017,7.42,1.57,65,0.19,0.4623333333333334,2.380000000000001
2020-3-12 8:01,3100,2591.2456770833332,187.52170789918787,0.4423316714285347,20.078791732648142,0.010712891,0.33941139450571894,9.8,85,1017,7.42,1.53,66,0.21,0.4663333333333334,2.380000000000001
2020-3-12 8:01,3100,2570.0059765625,184.66736979136527,0.4402164196027123,19.805883483578185,0.010294053819444444,0.3397247029888344,9.8,85,1017,7.42,1.53,63,0.13,0.4663333333333334,2.380000000000001
2020-3-12 8:01,3100,2566.1624696180556,184.55651258633452,0.44106427678620813,19.38862028744862,0.010254991319444445,0.3319315597766885,9.8,84,1017,7.24,1.55,59,0.03,0.44766666666666666,2.5600000000000005
2020-3-12 8:02,3100,2599.515668402778,186.49459743795398,0.44009294187465253,19.569819646566025,0.010794270833333333,0.3367314687159586,9.8,84,1017,7.24,1.56,57,-0.03,0.44666666666666666,2.5600000000000005
2020-3-12 8:02,3100,2586.081137152778,184.47606011140488,0.44015439577782,19.468043400379052,0.010397135416666667,0.3295478068831699,9.8,84,1017,7.24,1.58,55,-0.08,0.44466666666666665,2.5600000000000005
2020-3-12 8:02,3100,2631.8409288194443,185.95152343670418,0.4383248625293902,19.305774822522476,0.010942925347222222,0.3190317818967865,9.8,84,1017,7.24,1.53,53,-0.13,0.44966666666666666,2.5600000000000005
2020-3-12 8:02,3100,2607.4187847222224,185.3036111099055,0.4390459556661488,19.559176934880306,0.009996744791666666,0.3377628931781046,9.9,84,1017.1,7.34,1.53,51,-0.19,0.4483333333333333,2.5600000000000005
